Date,Open,High,Low,Close,Adj Close,Volume
2018-11-28,5725.100098,5778.700195,5725.100098,5758.399902,5758.399902,0
2018-11-29,5758.399902,5758.399902,5667.200195,5667.200195,5667.200195,0
2018-12-02,5667.200195,5771.200195,5667.200195,5771.200195,5771.200195,0
2018-12-03,5771.200195,5771.200195,5713.100098,5713.100098,5713.100098,0
2018-12-04,5713.100098,5713.100098,5610.000000,5668.399902,5668.399902,0
2018-12-05,5668.399902,5668.399902,5621.399902,5657.600098,5657.600098,0
2018-12-06,5657.700195,5706.399902,5653.500000,5681.500000,5681.500000,0
2018-12-09,5681.500000,5681.500000,5549.299805,5552.500000,5552.500000,0
2018-12-10,5555.299805,5587.700195,5551.500000,5575.899902,5575.899902,0
2018-12-11,5575.899902,5654.899902,5575.899902,5653.500000,5653.500000,0
2018-12-12,5653.500000,5682.100098,5636.899902,5661.600098,5661.600098,0
2018-12-13,5661.600098,5665.200195,5588.600098,5602.000000,5602.000000,0
2018-12-16,5602.000000,5665.600098,5585.100098,5658.299805,5658.299805,0
2018-12-17,5658.299805,5658.299805,5576.799805,5589.500000,5589.500000,0
2018-12-18,5589.500000,5589.500000,5555.200195,5580.600098,5580.600098,0
2018-12-19,5580.600098,5587.600098,5505.799805,5505.799805,5505.799805,0
2018-12-20,5505.799805,5543.100098,5426.600098,5467.600098,5467.600098,0
2018-12-23,5467.600098,5496.700195,5410.200195,5493.799805,5493.799805,0
2018-12-26,5493.799805,5597.200195,5493.799805,5597.200195,5597.200195,0
2018-12-27,5597.200195,5654.299805,5590.700195,5654.299805,5654.299805,0
2018-12-30,5654.299805,5700.600098,5646.399902,5646.399902,5646.399902,0
2019-01-01,5646.399902,5652.500000,5552.000000,5557.799805,5557.799805,0
2019-01-02,5557.799805,5646.500000,5557.799805,5633.399902,5633.399902,0
2019-01-03,5633.399902,5633.399902,5568.700195,5619.399902,5619.399902,0
2019-01-06,5619.399902,5716.200195,5619.399902,5683.200195,5683.200195,0
2019-01-07,5683.200195,5733.700195,5666.600098,5722.399902,5722.399902,44936000
2019-01-08,5722.399902,5781.399902,5722.399902,5778.299805,5778.299805,0
2019-01-09,5778.299805,5795.299805,5755.399902,5795.299805,5795.299805,0
2019-01-10,5795.299805,5808.600098,5774.600098,5774.600098,5774.600098,0
2019-01-13,5774.600098,5801.500000,5756.899902,5773.399902,5773.399902,0
2019-01-14,5773.399902,5814.600098,5773.399902,5814.600098,5814.600098,0
2019-01-15,5814.600098,5835.200195,5805.000000,5835.200195,5835.200195,0
2019-01-16,5835.200195,5856.399902,5831.000000,5850.100098,5850.100098,0
2019-01-17,5850.100098,5888.100098,5850.100098,5879.600098,5879.600098,0
2019-01-20,5879.600098,5911.799805,5879.600098,5890.399902,5890.399902,0
2019-01-21,5890.399902,5890.399902,5851.299805,5858.799805,5858.799805,0
2019-01-22,5858.799805,5862.000000,5831.399902,5843.700195,5843.700195,0
2019-01-23,5844.399902,5865.700195,5839.700195,5865.700195,5865.700195,0
2019-01-24,5865.700195,5915.200195,5864.000000,5905.600098,5905.600098,0
2019-01-28,5905.600098,5907.600098,5861.600098,5874.200195,5874.200195,0
2019-01-29,5874.200195,5912.399902,5865.899902,5886.700195,5886.700195,0
2019-01-30,5886.700195,5912.600098,5864.700195,5864.700195,5864.700195,0
2019-01-31,5864.700195,5881.600098,5857.399902,5862.799805,5862.799805,702119900
2019-02-03,5862.799805,5899.200195,5848.899902,5891.200195,5891.200195,0
2019-02-04,5891.200195,6039.200195,5891.200195,6005.899902,6005.899902,0
2019-02-05,6005.899902,6042.500000,5990.500000,6026.100098,6026.100098,0
2019-02-06,6026.100098,6105.899902,6026.100098,6092.500000,6092.500000,0
2019-02-07,6092.500000,6094.700195,6054.100098,6071.500000,6071.500000,0
2019-02-10,6071.500000,6084.899902,6028.600098,6060.799805,6060.799805,0
2019-02-11,6060.799805,6093.200195,6053.399902,6079.100098,6079.100098,0
2019-02-12,6079.100098,6094.000000,6053.000000,6063.600098,6063.600098,0
2019-02-13,6063.600098,6093.600098,6046.700195,6059.399902,6059.399902,0
2019-02-14,6059.399902,6076.100098,6048.899902,6066.100098,6066.100098,0
2019-02-17,6066.100098,6115.700195,6066.100098,6089.799805,6089.799805,0
2019-02-18,6089.799805,6119.500000,6081.399902,6106.899902,6106.899902,0
2019-02-19,6106.899902,6125.799805,6077.500000,6096.500000,6096.500000,0
2019-02-20,6096.500000,6153.600098,6083.600098,6139.200195,6139.200195,0
2019-02-21,6139.200195,6176.200195,6126.500000,6167.299805,6167.299805,0
2019-02-24,6167.299805,6191.100098,6158.799805,6186.299805,6186.299805,0
2019-02-25,6186.299805,6186.299805,6106.000000,6128.399902,6128.399902,0
2019-02-26,6128.399902,6156.399902,6127.700195,6150.299805,6150.299805,0
2019-02-27,6150.299805,6173.100098,6135.399902,6169.000000,6169.000000,0
2019-02-28,6169.000000,6209.899902,6164.899902,6192.700195,6192.700195,0
2019-03-03,6192.700195,6240.100098,6192.700195,6217.399902,6217.399902,0
2019-03-04,6217.399902,6217.399902,6175.700195,6199.299805,6199.299805,0
2019-03-05,6199.299805,6246.500000,6199.299805,6245.600098,6245.600098,0
2019-03-06,6245.600098,6270.899902,6243.600098,6263.899902,6263.899902,0
2019-03-07,6263.899902,6263.899902,6203.600098,6203.799805,6203.799805,0
2019-03-10,6203.799805,6203.799805,6171.899902,6180.200195,6180.200195,0
2019-03-11,6180.200195,6222.899902,6174.799805,6174.799805,6174.799805,0
2019-03-12,6174.799805,6174.799805,6127.299805,6161.200195,6161.200195,0
2019-03-13,6161.200195,6181.500000,6153.399902,6179.600098,6179.600098,0
2019-03-14,6179.600098,6197.399902,6171.200195,6175.200195,6175.200195,0
2019-03-17,6175.200195,6201.500000,6167.299805,6190.500000,6190.500000,0
2019-03-18,6190.500000,6206.299805,6174.000000,6184.799805,6184.799805,0
2019-03-19,6184.799805,6185.500000,6155.200195,6165.299805,6165.299805,0
2019-03-20,6165.299805,6171.899902,6134.000000,6167.200195,6167.200195,0
2019-03-21,6167.200195,6227.100098,6167.200195,6195.200195,6195.200195,0
2019-03-24,6195.200195,6195.200195,6113.200195,6126.200195,6126.200195,0
2019-03-25,6126.200195,6141.100098,6116.799805,6130.600098,6130.600098,0
2019-03-26,6130.600098,6136.000000,6096.799805,6136.000000,6136.000000,0
2019-03-27,6136.000000,6176.100098,6115.100098,6176.100098,6176.100098,0
2019-03-28,6176.100098,6213.399902,6176.100098,6180.700195,6180.700195,0
2019-03-31,6180.700195,6234.600098,6180.700195,6217.000000,6217.000000,0
2019-04-01,6217.000000,6270.600098,6217.000000,6242.399902,6242.399902,0
2019-04-02,6242.399902,6287.899902,6242.399902,6285.000000,6285.000000,0
2019-04-03,6285.000000,6285.000000,6221.100098,6232.799805,6232.799805,0
2019-04-04,6232.799805,6232.799805,6169.799805,6181.299805,6181.299805,0
2019-04-08,6181.299805,6221.399902,6181.299805,6221.399902,6221.399902,0
2019-04-09,6221.399902,6228.899902,6203.700195,6221.799805,6221.799805,0
2019-04-10,6221.799805,6235.399902,6199.299805,6223.500000,6223.500000,0
2019-04-11,6223.500000,6223.500000,6184.000000,6198.700195,6198.700195,0
2019-04-12,6198.700195,6251.299805,6198.700195,6251.299805,6251.299805,0
2019-04-15,6251.299805,6259.399902,6238.899902,6251.399902,6251.399902,0
2019-04-16,6251.399902,6282.799805,6237.600098,6277.399902,6277.399902,0
2019-04-17,6277.399902,6286.000000,6249.600098,6256.399902,6256.399902,0
2019-04-18,6256.399902,6280.399902,6248.200195,6259.799805,6259.799805,0
2019-04-23,6259.799805,6321.700195,6259.799805,6319.399902,6319.399902,0
2019-04-24,6319.399902,6390.500000,6319.399902,6382.100098,6382.100098,0
2019-04-26,6382.100098,6388.200195,6362.299805,6385.600098,6385.600098,536877500
2019-04-29,6385.600098,6385.600098,6348.000000,6359.500000,6359.500000,0
2019-04-30,6359.500000,6359.500000,6316.299805,6325.500000,6325.500000,0
2019-05-01,6325.500000,6380.200195,6325.500000,6375.899902,6375.899902,0
2019-05-02,6375.899902,6375.899902,6323.500000,6338.399902,6338.399902,0
2019-05-03,6338.399902,6355.000000,6327.200195,6335.799805,6335.799805,0
2019-05-06,6335.799805,6335.799805,6248.399902,6283.700195,6283.700195,0
2019-05-07,6283.700195,6341.899902,6283.700195,6295.700195,6295.700195,0
2019-05-08,6295.700195,6295.700195,6241.500000,6269.100098,6269.100098,0
2019-05-09,6269.100098,6300.200195,6258.799805,6295.299805,6295.299805,0
2019-05-10,6295.299805,6317.399902,6283.600098,6310.899902,6310.899902,0
2019-05-13,6310.899902,6310.899902,6277.899902,6297.600098,6297.600098,0
2019-05-14,6297.600098,6297.600098,6203.100098,6239.899902,6239.899902,0
2019-05-15,6239.899902,6291.299805,6239.899902,6284.200195,6284.200195,0
2019-05-16,6284.200195,6327.799805,6272.799805,6327.799805,6327.799805,0
2019-05-17,6327.799805,6398.299805,6327.799805,6365.299805,6365.299805,0
2019-05-20,6365.299805,6476.100098,6365.299805,6476.100098,6476.100098,0
2019-05-21,6476.100098,6500.100098,6444.399902,6500.100098,6500.100098,0
2019-05-22,6500.100098,6510.899902,6478.600098,6510.700195,6510.700195,0
2019-05-23,6510.700195,6510.700195,6480.200195,6491.799805,6491.799805,0
2019-05-24,6491.799805,6491.799805,6437.299805,6456.000000,6456.000000,0
2019-05-27,6455.799805,6464.600098,6447.600098,6451.899902,6451.899902,0
2019-05-28,6451.899902,6491.700195,6451.899902,6484.799805,6484.799805,0
2019-05-29,6484.799805,6484.799805,6419.299805,6440.000000,6440.000000,0
2019-05-30,6440.000000,6440.000000,6379.700195,6392.100098,6392.100098,0
2019-05-31,6392.100098,6398.799805,6362.200195,6396.899902,6396.899902,0
2019-06-03,6396.899902,6396.899902,6320.500000,6320.500000,6320.500000,628700
2019-06-04,6320.500000,6343.000000,6315.600098,6332.399902,6332.399902,739800
2019-06-05,6332.399902,6387.600098,6332.399902,6358.500000,6358.500000,624900
2019-06-06,6358.500000,6403.200195,6358.500000,6383.000000,6383.000000,618600
2019-06-07,6383.000000,6443.899902,6383.000000,6443.899902,6443.899902,600000
2019-06-11,6443.899902,6546.299805,6443.899902,6546.299805,6546.299805,737500
2019-06-12,6546.299805,6587.299805,6543.700195,6543.700195,6543.700195,684400
2019-06-13,6543.700195,6563.200195,6534.299805,6542.399902,6542.399902,625700
2019-06-14,6542.399902,6559.500000,6533.000000,6554.000000,6554.000000,585200
2019-06-17,6554.000000,6555.399902,6527.000000,6530.899902,6530.899902,571900
2019-06-18,6530.899902,6572.500000,6529.299805,6570.000000,6570.000000,859900
2019-06-19,6570.000000,6648.100098,6570.000000,6648.100098,6648.100098,739400
2019-06-20,6648.100098,6687.399902,6638.799805,6687.399902,6687.399902,1004000
2019-06-21,6687.399902,6691.500000,6641.100098,6650.799805,6650.799805,1163800
2019-06-24,6650.799805,6665.399902,6617.000000,6665.399902,6665.399902,558800
2019-06-25,6665.399902,6680.299805,6647.299805,6658.000000,6658.000000,663400
2019-06-26,6658.000000,6658.000000,6637.399902,6640.500000,6640.500000,746100
2019-06-27,6640.500000,6666.299805,6606.299805,6666.299805,6666.299805,676700
2019-06-28,6666.299805,6670.100098,6618.799805,6618.799805,6618.799805,754200
2019-07-01,6618.799805,6664.000000,6618.799805,6648.100098,6648.100098,555600
2019-07-02,6648.399902,6686.500000,6642.500000,6653.200195,6653.200195,596700
2019-07-03,6653.200195,6692.399902,6641.700195,6685.500000,6685.500000,642500
2019-07-04,6685.500000,6731.899902,6685.500000,6718.000000,6718.000000,570500
2019-07-05,6718.000000,6769.600098,6714.799805,6751.299805,6751.299805,579100
2019-07-08,6740.000000,6751.299805,6672.200195,6672.200195,6672.200195,458000
2019-07-09,6672.200195,6679.000000,6641.399902,6665.700195,6665.700195,550100
2019-07-10,6665.700195,6718.200195,6665.700195,6689.799805,6689.799805,631100
2019-07-11,6689.799805,6729.399902,6686.100098,6716.100098,6716.100098,645700
2019-07-12,6716.100098,6717.100098,6687.700195,6696.500000,6696.500000,565600
2019-07-15,6694.899902,6694.899902,6638.500000,6653.000000,6653.000000,456100
2019-07-16,6653.000000,6665.299805,6641.000000,6641.000000,6641.000000,549400
2019-07-17,6715.899902,6769.600098,6626.600098,6673.299805,6673.299805,513300
2019-07-18,6649.100098,6649.100098,6649.100098,6649.100098,6649.100098,0
2019-07-19,6649.100098,6705.399902,6646.600098,6700.299805,6700.299805,0
